exporte_und_importe_pro_region_und_guterkategorie,x2,x3,x4,x5,x6,x7,x8,x9
Bundesamt für Zoll- und Grenzsicherheit BAZG,NA,NA,NA,NA,NA,NA,NA,NA
"Total 1: OHNE Edelmetalle, Edel- und Schmucksteine, Kunstgegenstände und Antiquitäten. Total 2: MIT Edelmetallen, Edel- und Schmucksteinen, Kunstgegenständen und Antiquitäten. Einige Güterkategorien sind aus Gründen des Datenschutzes zusammengefasst.",NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
vk,jahr,continent_desc,region,cpa_section,cpa2,cpa2_desc,tot1_chf,tot2_chf
IMP,2016,Amerika,Übriges Amerika,C,15,Leder und Lederwaren,1727887,1727887
IMP,2016,Amerika,Übriges Amerika,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,1051803,1051803
IMP,2016,Amerika,Übriges Amerika,C,17,"Papier, Pappe und Waren daraus",575905,575905
IMP,2016,Amerika,Übriges Amerika,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,158415,158415
IMP,2016,Amerika,Übriges Amerika,C,20,Chemische Erzeugnisse,20681070,20681070
IMP,2016,Amerika,Übriges Amerika,C,21,Pharmazeutische Erzeugnisse,16244875,16244875
IMP,2016,Amerika,Übriges Amerika,C,22,Gummi- und Kunststoffwaren,6693997,6693997
IMP,2016,Amerika,Übriges Amerika,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",594137,594137
IMP,2016,Amerika,Übriges Amerika,C,24,Metalle,21665285,24334945
IMP,2016,Amerika,Übriges Amerika,C,25,Metallerzeugnisse,1371186,1371186
IMP,2016,Amerika,Übriges Amerika,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",66193951,66193951
IMP,2016,Amerika,Übriges Amerika,C,27,Elektrische Ausrüstungen,15869089,15869089
IMP,2016,Amerika,Übriges Amerika,C,28,Maschinen,8081437,8081437
IMP,2016,Amerika,Übriges Amerika,C,29,Kraftwagen und Kraftwagenteile,31441115,31441115
IMP,2016,Amerika,Übriges Amerika,C,30,Sonstige Fahrzeuge,218058323,218058323
IMP,2016,Amerika,Übriges Amerika,C,31,Möbel,368912,368912
IMP,2016,Amerika,Übriges Amerika,C,32,"Waren, a.n.g.",27256301,80427334
IMP,2016,Amerika,Übriges Amerika,J,58,Dienstleistungen des Verlagswesens,740325,740325
IMP,2016,Amerika,Übriges Amerika,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",10954,10954
IMP,2016,Amerika,Übriges Amerika,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,2155130
IMP,2016,Amerika,Übriges Amerika,NA,NA,Verschiedene (weitere) Güterkategorien,27057,223837
IMP,2016,Asien,Asien,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,23832248,23832248
IMP,2016,Asien,Asien,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,499824,499824
IMP,2016,Asien,Asien,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,3220956,3584283
IMP,2016,Asien,Asien,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,895487,905292
IMP,2016,Asien,Asien,C,10,Nahrungs- und Futtermittel,205813553,205813553
IMP,2016,Asien,Asien,C,11,Getränke,4029723,4029723
IMP,2016,Asien,Asien,C,12,Tabakerzeugnisse,84517,84517
IMP,2016,Asien,Asien,C,13,Textilien,85667585,85667585
IMP,2016,Asien,Asien,C,14,Bekleidung,815522526,815522526
IMP,2016,Asien,Asien,C,15,Leder und Lederwaren,222418125,222418125
IMP,2016,Asien,Asien,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,14313071,14313071
IMP,2016,Asien,Asien,C,17,"Papier, Pappe und Waren daraus",13685238,13685238
IMP,2016,Asien,Asien,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,249765,249765
IMP,2016,Asien,Asien,C,20,Chemische Erzeugnisse,216397665,216409007
IMP,2016,Asien,Asien,C,21,Pharmazeutische Erzeugnisse,22609402,22609402
IMP,2016,Asien,Asien,C,22,Gummi- und Kunststoffwaren,147653889,147653889
IMP,2016,Asien,Asien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",39908927,39908927
IMP,2016,Asien,Asien,C,24,Metalle,41699003,3800953027
IMP,2016,Asien,Asien,C,25,Metallerzeugnisse,158578440,158578440
IMP,2016,Asien,Asien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",3155743117,3155743117
IMP,2016,Asien,Asien,C,27,Elektrische Ausrüstungen,471366750,471366750
IMP,2016,Asien,Asien,C,28,Maschinen,403284559,403284559
IMP,2016,Asien,Asien,C,29,Kraftwagen und Kraftwagenteile,195251771,195251771
IMP,2016,Asien,Asien,C,30,Sonstige Fahrzeuge,68609856,68609856
IMP,2016,Asien,Asien,C,31,Möbel,56304503,56304503
IMP,2016,Asien,Asien,C,32,"Waren, a.n.g.",283258502,316683996
IMP,2016,Asien,Asien,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",44234,303092
IMP,2016,Asien,Asien,J,58,Dienstleistungen des Verlagswesens,6314006,6314006
IMP,2016,Asien,Asien,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",1350365,1350365
IMP,2016,Asien,Asien,M,74,"Sonstige freiberufliche, wissenschaftliche und technische Dienstleistungen",5244,5244
IMP,2016,Asien,Asien,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,2045557
IMP,2016,Asien,Asien,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,1390063
IMP,2016,Asien,Asien,NA,NA,Verschiedene (weitere) Güterkategorien,141289,141289
IMP,2016,Europa,EU27,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,347659842,347659842
IMP,2016,Europa,EU27,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,6522367,6522367
IMP,2016,Europa,EU27,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,4012092,4031161
IMP,2016,Europa,EU27,B,5,Kohle,2262606,2262606
IMP,2016,Europa,EU27,B,6,Erdöl und Erdgas,412172438,412172438
IMP,2016,Europa,EU27,B,7,Erze,171437,171437
IMP,2016,Europa,EU27,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,30341312,30383163
IMP,2016,Europa,EU27,C,10,Nahrungs- und Futtermittel,874157581,874157581
IMP,2016,Europa,EU27,C,11,Getränke,348346893,348346893
IMP,2016,Europa,EU27,C,12,Tabakerzeugnisse,1636603,1636603
IMP,2016,Europa,EU27,C,13,Textilien,227067598,227067598
IMP,2016,Europa,EU27,C,14,Bekleidung,329452555,329452555
IMP,2016,Europa,EU27,C,15,Leder und Lederwaren,170148822,170148822
IMP,2016,Europa,EU27,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,218579208,218579208
IMP,2016,Europa,EU27,C,17,"Papier, Pappe und Waren daraus",393161719,393161719
IMP,2016,Europa,EU27,C,18,"Druckereileistungen und Dienstleistungen der Vervielfältigung bespielter Ton-, Bild- und Datenträger",11118550,11118550
IMP,2016,Europa,EU27,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,886438795,886438795
IMP,2016,Europa,EU27,C,20,Chemische Erzeugnisse,1078813820,1079056146
IMP,2016,Europa,EU27,C,21,Pharmazeutische Erzeugnisse,639244786,639244786
IMP,2016,Europa,EU27,C,22,Gummi- und Kunststoffwaren,800934650,800934650
IMP,2016,Europa,EU27,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",330608509,330608509
IMP,2016,Europa,EU27,C,24,Metalle,593609644,1048008894
IMP,2016,Europa,EU27,C,25,Metallerzeugnisse,709494133,709494133
IMP,2016,Europa,EU27,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",2433867675,2433867675
IMP,2016,Europa,EU27,C,27,Elektrische Ausrüstungen,1362274182,1362274182
IMP,2016,Europa,EU27,C,28,Maschinen,2026812730,2026812730
IMP,2016,Europa,EU27,C,29,Kraftwagen und Kraftwagenteile,5243947801,5243947801
IMP,2016,Europa,EU27,C,30,Sonstige Fahrzeuge,644748872,644748872
IMP,2016,Europa,EU27,C,31,Möbel,397345717,397345717
IMP,2016,Europa,EU27,C,32,"Waren, a.n.g.",569038604,685388473
IMP,2016,Europa,EU27,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",12125770,14082243
IMP,2016,Europa,EU27,J,58,Dienstleistungen des Verlagswesens,323997655,323997655
IMP,2016,Europa,EU27,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",62909018,62909018
IMP,2016,Europa,EU27,M,74,"Sonstige freiberufliche, wissenschaftliche und technische Dienstleistungen",341787,341787
IMP,2016,Europa,EU27,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,51819950
IMP,2016,Europa,EU27,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,23164175
IMP,2016,Europa,EU27,NA,NA,Verschiedene (weitere) Güterkategorien,360386057,360386057
IMP,2016,Europa,Übriges Europa,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,5661745,5661745
IMP,2016,Europa,Übriges Europa,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,219528,219528
IMP,2016,Europa,Übriges Europa,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,1227408,1227408
IMP,2016,Europa,Übriges Europa,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,211799,219291
IMP,2016,Europa,Übriges Europa,C,10,Nahrungs- und Futtermittel,68198750,68198750
IMP,2016,Europa,Übriges Europa,C,11,Getränke,23723650,23723650
IMP,2016,Europa,Übriges Europa,C,12,Tabakerzeugnisse,127753,127753
IMP,2016,Europa,Übriges Europa,C,13,Textilien,25004801,25004801
IMP,2016,Europa,Übriges Europa,C,14,Bekleidung,170649018,170649018
IMP,2016,Europa,Übriges Europa,C,15,Leder und Lederwaren,9997266,9997266
IMP,2016,Europa,Übriges Europa,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,2424429,2424429
IMP,2016,Europa,Übriges Europa,C,17,"Papier, Pappe und Waren daraus",7787303,7787303
IMP,2016,Europa,Übriges Europa,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,283320,283320
IMP,2016,Europa,Übriges Europa,C,20,Chemische Erzeugnisse,81939934,82006157
IMP,2016,Europa,Übriges Europa,C,21,Pharmazeutische Erzeugnisse,40886414,40886414
IMP,2016,Europa,Übriges Europa,C,22,Gummi- und Kunststoffwaren,44900567,44900567
IMP,2016,Europa,Übriges Europa,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",8149787,8149787
IMP,2016,Europa,Übriges Europa,C,24,Metalle,23447800,4176371119
IMP,2016,Europa,Übriges Europa,C,25,Metallerzeugnisse,19304399,19304399
IMP,2016,Europa,Übriges Europa,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",97966875,97966875
IMP,2016,Europa,Übriges Europa,C,27,Elektrische Ausrüstungen,46305352,46305352
IMP,2016,Europa,Übriges Europa,C,28,Maschinen,55493885,55493885
IMP,2016,Europa,Übriges Europa,C,29,Kraftwagen und Kraftwagenteile,402615993,402615993
IMP,2016,Europa,Übriges Europa,C,30,Sonstige Fahrzeuge,52767913,52767913
IMP,2016,Europa,Übriges Europa,C,31,Möbel,14068280,14068280
IMP,2016,Europa,Übriges Europa,C,32,"Waren, a.n.g.",61601986,70619279
IMP,2016,Europa,Übriges Europa,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",36711,37733
IMP,2016,Europa,Übriges Europa,J,58,Dienstleistungen des Verlagswesens,5348731,5348731
IMP,2016,Europa,Übriges Europa,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",943852,943852
IMP,2016,Europa,Übriges Europa,M,74,"Sonstige freiberufliche, wissenschaftliche und technische Dienstleistungen",242376,242376
IMP,2016,Europa,Übriges Europa,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,21370595
IMP,2016,Europa,Übriges Europa,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,29587864
IMP,2016,Europa,Übriges Europa,NA,NA,Verschiedene (weitere) Güterkategorien,88181,88181
IMP,2016,Ozeanien,Ozeanien,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,2774175,2774175
IMP,2016,Ozeanien,Ozeanien,C,10,Nahrungs- und Futtermittel,9090695,9090695
IMP,2016,Ozeanien,Ozeanien,C,11,Getränke,2122496,2122496
IMP,2016,Ozeanien,Ozeanien,C,13,Textilien,71993,71993
IMP,2016,Ozeanien,Ozeanien,C,14,Bekleidung,154702,154702
IMP,2016,Ozeanien,Ozeanien,C,15,Leder und Lederwaren,43822,43822
IMP,2016,Ozeanien,Ozeanien,C,17,"Papier, Pappe und Waren daraus",15702,15702
IMP,2016,Ozeanien,Ozeanien,C,20,Chemische Erzeugnisse,1475785,1475785
IMP,2016,Ozeanien,Ozeanien,C,21,Pharmazeutische Erzeugnisse,1925768,1925768
IMP,2016,Ozeanien,Ozeanien,C,22,Gummi- und Kunststoffwaren,131178,131178
IMP,2016,Ozeanien,Ozeanien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",157612,157612
IMP,2016,Ozeanien,Ozeanien,C,24,Metalle,28041,2396594
IMP,2016,Ozeanien,Ozeanien,C,25,Metallerzeugnisse,125822,125822
IMP,2016,Ozeanien,Ozeanien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",2021855,2021855
IMP,2016,Ozeanien,Ozeanien,C,27,Elektrische Ausrüstungen,577721,577721
IMP,2016,Ozeanien,Ozeanien,C,28,Maschinen,1614673,1614673
IMP,2016,Ozeanien,Ozeanien,C,29,Kraftwagen und Kraftwagenteile,607855,607855
IMP,2016,Ozeanien,Ozeanien,C,30,Sonstige Fahrzeuge,278256,278256
IMP,2016,Ozeanien,Ozeanien,C,32,"Waren, a.n.g.",906650,2625715
IMP,2016,Ozeanien,Ozeanien,J,58,Dienstleistungen des Verlagswesens,37009,37009
IMP,2016,Ozeanien,Ozeanien,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,116786
IMP,2016,Ozeanien,Ozeanien,NA,NA,Verschiedene (weitere) Güterkategorien,479958,501768
IMP,2017,Afrika,Afrika,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,82356085,82356085
IMP,2017,Afrika,Afrika,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,80314,80314
IMP,2017,Afrika,Afrika,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,12950,25179
IMP,2017,Afrika,Afrika,C,10,Nahrungs- und Futtermittel,18429286,18429286
IMP,2017,Afrika,Afrika,C,11,Getränke,2851958,2851958
IMP,2017,Afrika,Afrika,C,13,Textilien,1719067,1719067
IMP,2017,Afrika,Afrika,C,14,Bekleidung,51552847,51552847
IMP,2017,Afrika,Afrika,C,15,Leder und Lederwaren,3307536,3307536
IMP,2017,Afrika,Afrika,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,272347,272347
IMP,2017,Afrika,Afrika,C,17,"Papier, Pappe und Waren daraus",107831,107831
IMP,2017,Afrika,Afrika,C,20,Chemische Erzeugnisse,2789387,2789387
IMP,2017,Afrika,Afrika,C,22,Gummi- und Kunststoffwaren,822714,822714
IMP,2017,Afrika,Afrika,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",467316,467316
IMP,2017,Afrika,Afrika,C,24,Metalle,4923798,327574366
IMP,2017,Afrika,Afrika,C,25,Metallerzeugnisse,2085166,2085166
IMP,2017,Afrika,Afrika,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",22630047,22630047
IMP,2017,Afrika,Afrika,C,27,Elektrische Ausrüstungen,7531782,7531782
IMP,2017,Afrika,Afrika,C,28,Maschinen,2093012,2093012
IMP,2017,Afrika,Afrika,C,29,Kraftwagen und Kraftwagenteile,79856351,79856351
IMP,2017,Afrika,Afrika,C,30,Sonstige Fahrzeuge,1361175,1361175
IMP,2017,Afrika,Afrika,C,31,Möbel,215856,215856
IMP,2017,Afrika,Afrika,C,32,"Waren, a.n.g.",8616738,21117097
IMP,2017,Afrika,Afrika,J,58,Dienstleistungen des Verlagswesens,98825,98825
IMP,2017,Afrika,Afrika,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,70068
IMP,2017,Afrika,Afrika,NA,NA,Verschiedene (weitere) Güterkategorien,179852,196425
IMP,2017,Amerika,US,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,5529624,5529624
IMP,2017,Amerika,US,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,2467897,2522470
IMP,2017,Amerika,US,C,10,Nahrungs- und Futtermittel,26917335,26917335
IMP,2017,Amerika,US,C,11,Getränke,17940319,17940319
IMP,2017,Amerika,US,C,13,Textilien,3947754,3947754
IMP,2017,Amerika,US,C,14,Bekleidung,8701457,8701457
IMP,2017,Amerika,US,C,15,Leder und Lederwaren,2979507,2979507
IMP,2017,Amerika,US,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,511514,511514
IMP,2017,Amerika,US,C,17,"Papier, Pappe und Waren daraus",5238825,5238825
IMP,2017,Amerika,US,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,350014,350014
IMP,2017,Amerika,US,C,20,Chemische Erzeugnisse,117965254,118004481
IMP,2017,Amerika,US,C,21,Pharmazeutische Erzeugnisse,155982476,155982476
IMP,2017,Amerika,US,C,22,Gummi- und Kunststoffwaren,36764064,36764064
IMP,2017,Amerika,US,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",10259280,10259280
IMP,2017,Amerika,US,C,24,Metalle,21803642,34525049
IMP,2017,Amerika,US,C,25,Metallerzeugnisse,24642496,24642496
IMP,2017,Amerika,US,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",303117735,303117735
IMP,2017,Amerika,US,C,27,Elektrische Ausrüstungen,63905560,63905560
IMP,2017,Amerika,US,C,28,Maschinen,147387382,147387382
IMP,2017,Amerika,US,C,29,Kraftwagen und Kraftwagenteile,666083752,666083752
IMP,2017,Amerika,US,C,30,Sonstige Fahrzeuge,1016279798,1016279798
IMP,2017,Amerika,US,C,31,Möbel,3019930,3019930
IMP,2017,Amerika,US,C,32,"Waren, a.n.g.",151596562,168719374
IMP,2017,Amerika,US,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",7160,7160
IMP,2017,Amerika,US,J,58,Dienstleistungen des Verlagswesens,5683791,5683791
IMP,2017,Amerika,US,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",3583056,3583056
IMP,2017,Amerika,US,M,74,"Sonstige freiberufliche, wissenschaftliche und technische Dienstleistungen",17248,17248
IMP,2017,Amerika,US,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,180959758
IMP,2017,Amerika,US,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,3703576
IMP,2017,Amerika,US,NA,NA,Verschiedene (weitere) Güterkategorien,158085,174848
IMP,2017,Amerika,Übriges Amerika,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,70054039,70054039
IMP,2017,Amerika,Übriges Amerika,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,148535,148535
IMP,2017,Amerika,Übriges Amerika,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,264080,264982
IMP,2017,Amerika,Übriges Amerika,C,10,Nahrungs- und Futtermittel,52526880,52526880
IMP,2017,Amerika,Übriges Amerika,C,11,Getränke,13698164,13698164
IMP,2017,Amerika,Übriges Amerika,C,12,Tabakerzeugnisse,736360,736360
IMP,2017,Amerika,Übriges Amerika,C,13,Textilien,598366,598366
IMP,2017,Amerika,Übriges Amerika,C,14,Bekleidung,4083460,4083460
IMP,2017,Amerika,Übriges Amerika,C,15,Leder und Lederwaren,1681717,1681717
IMP,2017,Amerika,Übriges Amerika,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,888416,888416
IMP,2017,Amerika,Übriges Amerika,C,17,"Papier, Pappe und Waren daraus",778501,778501
IMP,2017,Amerika,Übriges Amerika,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,278955,278955
IMP,2017,Amerika,Übriges Amerika,C,20,Chemische Erzeugnisse,24881642,24881642
IMP,2017,Amerika,Übriges Amerika,C,21,Pharmazeutische Erzeugnisse,19774372,19774372
IMP,2017,Amerika,Übriges Amerika,C,22,Gummi- und Kunststoffwaren,7757724,7757724
IMP,2017,Amerika,Übriges Amerika,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",534924,534924
IMP,2017,Amerika,Übriges Amerika,C,24,Metalle,9815431,257712065
IMP,2017,Amerika,Übriges Amerika,C,25,Metallerzeugnisse,1528365,1528365
IMP,2017,Amerika,Übriges Amerika,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",70752492,70752492
IMP,2017,Amerika,Übriges Amerika,C,27,Elektrische Ausrüstungen,15008576,15008576
IMP,2017,Amerika,Übriges Amerika,C,28,Maschinen,7785422,7785422
IMP,2017,Amerika,Übriges Amerika,C,29,Kraftwagen und Kraftwagenteile,102442359,102442359
IMP,2017,Amerika,Übriges Amerika,C,30,Sonstige Fahrzeuge,679844637,679844637
IMP,2017,Amerika,Übriges Amerika,C,31,Möbel,496379,496379
IMP,2017,Amerika,Übriges Amerika,C,32,"Waren, a.n.g.",26459068,31558505
IMP,2017,Amerika,Übriges Amerika,J,58,Dienstleistungen des Verlagswesens,638595,638595
IMP,2017,Amerika,Übriges Amerika,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",504106,504106
IMP,2017,Amerika,Übriges Amerika,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,22985049
IMP,2017,Amerika,Übriges Amerika,NA,NA,Verschiedene (weitere) Güterkategorien,21609,54893
IMP,2017,Asien,Asien,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,22131269,22131269
IMP,2017,Asien,Asien,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,276805,276805
IMP,2017,Asien,Asien,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,2819323,2944300
IMP,2017,Asien,Asien,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,685958,706884
IMP,2017,Asien,Asien,C,10,Nahrungs- und Futtermittel,205581014,205581014
IMP,2017,Asien,Asien,C,11,Getränke,3713432,3713432
IMP,2017,Asien,Asien,C,13,Textilien,84583393,84583393
IMP,2017,Asien,Asien,C,14,Bekleidung,854055065,854055065
IMP,2017,Asien,Asien,C,15,Leder und Lederwaren,222612656,222612656
IMP,2017,Asien,Asien,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,14048714,14048714
IMP,2017,Asien,Asien,C,17,"Papier, Pappe und Waren daraus",13639413,13639413
IMP,2017,Asien,Asien,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,111316,111316
IMP,2017,Asien,Asien,C,20,Chemische Erzeugnisse,228301647,228304863
IMP,2017,Asien,Asien,C,21,Pharmazeutische Erzeugnisse,26038736,26038736
IMP,2017,Asien,Asien,C,22,Gummi- und Kunststoffwaren,157436879,157436879
IMP,2017,Asien,Asien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",38938571,38938571
IMP,2017,Asien,Asien,C,24,Metalle,54993334,5090416108
IMP,2017,Asien,Asien,C,25,Metallerzeugnisse,155311490,155311490
IMP,2017,Asien,Asien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",3815095016,3815095016
IMP,2017,Asien,Asien,C,27,Elektrische Ausrüstungen,488307748,488307748
IMP,2017,Asien,Asien,C,28,Maschinen,444847252,444847252
IMP,2017,Asien,Asien,C,29,Kraftwagen und Kraftwagenteile,298359681,298359681
IMP,2017,Asien,Asien,C,30,Sonstige Fahrzeuge,73230743,73230743
IMP,2017,Asien,Asien,C,31,Möbel,56954333,56954333
IMP,2017,Asien,Asien,C,32,"Waren, a.n.g.",313823601,343361087
IMP,2017,Asien,Asien,E,38,"Dienstleistungen der Sammlung, Behandlung und Beseitigung von Abfällen sowie zur Rückgewinnung von Wertstoffen",274032,863348
IMP,2017,Asien,Asien,J,58,Dienstleistungen des Verlagswesens,7801288,7801288
IMP,2017,Asien,Asien,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",3628582,3628582
IMP,2017,Asien,Asien,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,7197900
IMP,2017,Asien,Asien,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,1945362
IMP,2017,Asien,Asien,NA,NA,Verschiedene (weitere) Güterkategorien,228294,228294
IMP,2017,Europa,EU27,A,1,Erzeugnisse der Landwirtschaft und Jagd sowie damit verbundene Dienstleistungen,317204653,317204653
IMP,2017,Europa,EU27,A,2,Forstwirtschaftliche Erzeugnisse und Dienstleistungen,6694695,6694695
IMP,2017,Europa,EU27,A,3,Fische und Fischereierzeugnisse; Aquakulturerzeugnisse; Dienstleistungen für die Fischerei,3731607,3773788
IMP,2017,Europa,EU27,B,6,Erdöl und Erdgas,452392820,452392820
IMP,2017,Europa,EU27,B,7,Erze,192193,192193
IMP,2017,Europa,EU27,B,8,Steine und Erden; sonstige Bergbauerzeugnisse,28543208,28593722
IMP,2017,Europa,EU27,C,10,Nahrungs- und Futtermittel,943843477,943843477
IMP,2017,Europa,EU27,C,11,Getränke,369440064,369440064
IMP,2017,Europa,EU27,C,12,Tabakerzeugnisse,1157705,1157705
IMP,2017,Europa,EU27,C,13,Textilien,243171826,243171826
IMP,2017,Europa,EU27,C,14,Bekleidung,337184916,337184916
IMP,2017,Europa,EU27,C,15,Leder und Lederwaren,173211901,173211901
IMP,2017,Europa,EU27,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,232711941,232711941
IMP,2017,Europa,EU27,C,17,"Papier, Pappe und Waren daraus",395143374,395143374
IMP,2017,Europa,EU27,C,18,"Druckereileistungen und Dienstleistungen der Vervielfältigung bespielter Ton-, Bild- und Datenträger",9617875,9617875
