exporte_und_importe_pro_land_und_guterkategorie,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
Bundesamt für Zoll- und Grenzsicherheit BAZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Total 1: OHNE Edelmetalle, Edel- und Schmucksteine, Kunstgegenstände und Antiquitäten. Total 2: MIT Edelmetallen, Edel- und Schmucksteinen, Kunstgegenständen und Antiquitäten. Einige Güterkategorien und Länder sind aus Gründen des Datenschutzes zusammengefasst. Die Sammelkategorien sind so gebildet, dass die Ländertotale korrekt sind.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vk,jahr,continent_desc,region,lnd_iso2,lnd_desc,cpa_section,cpa2,cpa2_desc,tot1_chf,tot2_chf
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,17,"Papier, Pappe und Waren daraus",633038,633038
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,19,Kokereierzeugnisse und Mineralölerzeugnisse,22765101,22765101
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,20,Chemische Erzeugnisse,70190816,70626987
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,21,Pharmazeutische Erzeugnisse,95741550,95741550
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,22,Gummi- und Kunststoffwaren,19599762,19599762
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",21486919,21486919
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,24,Metalle,2298794,787538994
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,25,Metallerzeugnisse,54423543,54423543
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",637041678,637041678
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,27,Elektrische Ausrüstungen,211929491,211929491
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,28,Maschinen,391828573,391828573
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,29,Kraftwagen und Kraftwagenteile,4802261,4802261
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,30,Sonstige Fahrzeuge,58759896,58759896
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,31,Möbel,2067215,2067215
EXP,2024,Amerika,US,US,Vereinigte Staaten,C,32,"Waren, a.n.g.",662215507,690615848
EXP,2024,Amerika,US,US,Vereinigte Staaten,J,58,Dienstleistungen des Verlagswesens,946081,946081
EXP,2024,Amerika,US,US,Vereinigte Staaten,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",532230,532230
EXP,2024,Amerika,US,US,Vereinigte Staaten,R,90,"Kreative, künstlerische und unterhaltende Dienstleistungen",0,37607208
EXP,2024,Amerika,US,US,Vereinigte Staaten,R,91,"Dienstleistungen von Bibliotheken, Archiven und Museen, botanischen und zoologischen Gärten",0,57453910
EXP,2024,Amerika,US,US,Vereinigte Staaten,NA,NA,Verschiedene (weitere) Güterkategorien,4277887,4314287
EXP,2024,Amerika,Übriges Amerika,AR,Argentinien,C,20,Chemische Erzeugnisse,2690467,2690467
EXP,2024,Amerika,Übriges Amerika,AR,Argentinien,C,22,Gummi- und Kunststoffwaren,246446,246446
EXP,2024,Amerika,Übriges Amerika,AR,Argentinien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",64788,64788
EXP,2024,Amerika,Übriges Amerika,AR,Argentinien,C,25,Metallerzeugnisse,244693,244693
EXP,2024,Amerika,Übriges Amerika,AR,Argentinien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",3972358,3972358
EXP,2024,Amerika,Übriges Amerika,AR,Argentinien,C,27,Elektrische Ausrüstungen,445228,445228
EXP,2024,Amerika,Übriges Amerika,AR,Argentinien,C,28,Maschinen,4603670,4603670
EXP,2024,Amerika,Übriges Amerika,AR,Argentinien,C,32,"Waren, a.n.g.",21524,21524
EXP,2024,Amerika,Übriges Amerika,AR,Argentinien,NA,NA,Verschiedene (weitere) Güterkategorien,3331361,3358256
EXP,2024,Amerika,Übriges Amerika,AW,Aruba,NA,NA,Verschiedene (weitere) Güterkategorien,85205,85205
EXP,2024,Amerika,Übriges Amerika,BS,Bahamas,NA,NA,Verschiedene (weitere) Güterkategorien,107781,144435
EXP,2024,Amerika,Übriges Amerika,BM,Bermuda,NA,NA,Verschiedene (weitere) Güterkategorien,45954,45954
EXP,2024,Amerika,Übriges Amerika,BO,Bolivien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",118481,118481
EXP,2024,Amerika,Übriges Amerika,BO,Bolivien,NA,NA,Verschiedene (weitere) Güterkategorien,503016,503016
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,10,Nahrungs- und Futtermittel,10014571,10014571
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,13,Textilien,164605,164605
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,14,Bekleidung,48334,48334
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,15,Leder und Lederwaren,5090,5090
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,17,"Papier, Pappe und Waren daraus",11654,11654
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,20,Chemische Erzeugnisse,17164223,17164223
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,21,Pharmazeutische Erzeugnisse,3379449,3379449
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,22,Gummi- und Kunststoffwaren,592758,592758
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",825680,825680
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,24,Metalle,30708,30708
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,25,Metallerzeugnisse,1800622,1800622
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",14227293,14227293
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,27,Elektrische Ausrüstungen,16472538,16472538
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,28,Maschinen,18029405,18029405
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,C,32,"Waren, a.n.g.",2533205,2533205
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,J,58,Dienstleistungen des Verlagswesens,15463,15463
EXP,2024,Amerika,Übriges Amerika,BR,Brasilien,NA,NA,Verschiedene (weitere) Güterkategorien,641592,678510
EXP,2024,Amerika,Übriges Amerika,CL,Chile,C,15,Leder und Lederwaren,3663,3663
EXP,2024,Amerika,Übriges Amerika,CL,Chile,C,20,Chemische Erzeugnisse,1489477,1489477
EXP,2024,Amerika,Übriges Amerika,CL,Chile,C,22,Gummi- und Kunststoffwaren,259136,259136
EXP,2024,Amerika,Übriges Amerika,CL,Chile,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",22962,22962
EXP,2024,Amerika,Übriges Amerika,CL,Chile,C,25,Metallerzeugnisse,306260,306260
EXP,2024,Amerika,Übriges Amerika,CL,Chile,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",2108090,2108090
EXP,2024,Amerika,Übriges Amerika,CL,Chile,C,27,Elektrische Ausrüstungen,852398,852398
EXP,2024,Amerika,Übriges Amerika,CL,Chile,C,28,Maschinen,2477700,2477700
EXP,2024,Amerika,Übriges Amerika,CL,Chile,C,32,"Waren, a.n.g.",1346926,1346926
EXP,2024,Amerika,Übriges Amerika,CL,Chile,J,58,Dienstleistungen des Verlagswesens,4815,4815
EXP,2024,Amerika,Übriges Amerika,CL,Chile,NA,NA,Verschiedene (weitere) Güterkategorien,2162429,2192941
EXP,2024,Amerika,Übriges Amerika,CR,Costa Rica,C,20,Chemische Erzeugnisse,421348,421348
EXP,2024,Amerika,Übriges Amerika,CR,Costa Rica,C,22,Gummi- und Kunststoffwaren,65079,65079
EXP,2024,Amerika,Übriges Amerika,CR,Costa Rica,C,25,Metallerzeugnisse,49150,49150
EXP,2024,Amerika,Übriges Amerika,CR,Costa Rica,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",327746,327746
EXP,2024,Amerika,Übriges Amerika,CR,Costa Rica,C,27,Elektrische Ausrüstungen,381297,381297
EXP,2024,Amerika,Übriges Amerika,CR,Costa Rica,C,28,Maschinen,307065,307065
EXP,2024,Amerika,Übriges Amerika,CR,Costa Rica,C,32,"Waren, a.n.g.",179693,179693
EXP,2024,Amerika,Übriges Amerika,CR,Costa Rica,NA,NA,Verschiedene (weitere) Güterkategorien,1420358,1424847
EXP,2024,Amerika,Übriges Amerika,CW,Curaçao,NA,NA,Verschiedene (weitere) Güterkategorien,58258,58258
EXP,2024,Amerika,Übriges Amerika,DO,Dominikanische Republik,C,22,Gummi- und Kunststoffwaren,39308,39308
EXP,2024,Amerika,Übriges Amerika,DO,Dominikanische Republik,C,25,Metallerzeugnisse,80098,80098
EXP,2024,Amerika,Übriges Amerika,DO,Dominikanische Republik,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",3028622,3028622
EXP,2024,Amerika,Übriges Amerika,DO,Dominikanische Republik,C,27,Elektrische Ausrüstungen,216478,216478
EXP,2024,Amerika,Übriges Amerika,DO,Dominikanische Republik,C,28,Maschinen,611537,611537
EXP,2024,Amerika,Übriges Amerika,DO,Dominikanische Republik,NA,NA,Verschiedene (weitere) Güterkategorien,4879646,4893774
EXP,2024,Amerika,Übriges Amerika,EC,Ecuador,C,20,Chemische Erzeugnisse,2562795,2562795
EXP,2024,Amerika,Übriges Amerika,EC,Ecuador,C,22,Gummi- und Kunststoffwaren,10733,10733
EXP,2024,Amerika,Übriges Amerika,EC,Ecuador,C,25,Metallerzeugnisse,74592,74592
EXP,2024,Amerika,Übriges Amerika,EC,Ecuador,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",143717,143717
EXP,2024,Amerika,Übriges Amerika,EC,Ecuador,C,27,Elektrische Ausrüstungen,368715,368715
EXP,2024,Amerika,Übriges Amerika,EC,Ecuador,C,28,Maschinen,303884,303884
EXP,2024,Amerika,Übriges Amerika,EC,Ecuador,NA,NA,Verschiedene (weitere) Güterkategorien,600992,600992
EXP,2024,Amerika,Übriges Amerika,SV,El Salvador,C,20,Chemische Erzeugnisse,1383196,1383196
EXP,2024,Amerika,Übriges Amerika,SV,El Salvador,C,22,Gummi- und Kunststoffwaren,12815,12815
EXP,2024,Amerika,Übriges Amerika,SV,El Salvador,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",57029,57029
EXP,2024,Amerika,Übriges Amerika,SV,El Salvador,C,28,Maschinen,469131,469131
EXP,2024,Amerika,Übriges Amerika,SV,El Salvador,NA,NA,Verschiedene (weitere) Güterkategorien,132308,132308
EXP,2024,Amerika,Übriges Amerika,GF,Französisch-Guayana,NA,NA,Verschiedene (weitere) Güterkategorien,8235001,8235001
EXP,2024,Amerika,Übriges Amerika,GL,Grönland,NA,NA,Verschiedene (weitere) Güterkategorien,174386,174386
EXP,2024,Amerika,Übriges Amerika,GP,Guadeloupe,NA,NA,Verschiedene (weitere) Güterkategorien,136911,136911
EXP,2024,Amerika,Übriges Amerika,GT,Guatemala,C,20,Chemische Erzeugnisse,1458068,1458068
EXP,2024,Amerika,Übriges Amerika,GT,Guatemala,C,22,Gummi- und Kunststoffwaren,17037,17037
EXP,2024,Amerika,Übriges Amerika,GT,Guatemala,C,25,Metallerzeugnisse,66809,66809
EXP,2024,Amerika,Übriges Amerika,GT,Guatemala,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",235080,235080
EXP,2024,Amerika,Übriges Amerika,GT,Guatemala,C,27,Elektrische Ausrüstungen,116725,116725
EXP,2024,Amerika,Übriges Amerika,GT,Guatemala,C,28,Maschinen,782525,782525
EXP,2024,Amerika,Übriges Amerika,GT,Guatemala,NA,NA,Verschiedene (weitere) Güterkategorien,210707,210707
EXP,2024,Amerika,Übriges Amerika,HN,Honduras,C,28,Maschinen,756837,756837
EXP,2024,Amerika,Übriges Amerika,HN,Honduras,NA,NA,Verschiedene (weitere) Güterkategorien,2522567,2525251
EXP,2024,Amerika,Übriges Amerika,JM,Jamaika,NA,NA,Verschiedene (weitere) Güterkategorien,169752,169752
EXP,2024,Amerika,Übriges Amerika,VG,Jungferninseln (UK),NA,NA,Verschiedene (weitere) Güterkategorien,455888,685407
EXP,2024,Amerika,Übriges Amerika,KY,Kaimaninseln,NA,NA,Verschiedene (weitere) Güterkategorien,1053025,1053025
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,10,Nahrungs- und Futtermittel,49293451,49293451
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,13,Textilien,160455,160455
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,14,Bekleidung,301000,301000
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,15,Leder und Lederwaren,163328,163328
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,17,"Papier, Pappe und Waren daraus",46010,46010
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,20,Chemische Erzeugnisse,2194131,2194131
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,21,Pharmazeutische Erzeugnisse,1073560,1073560
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,22,Gummi- und Kunststoffwaren,1937037,1937037
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",168838,168838
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,24,Metalle,315540,9488129
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,25,Metallerzeugnisse,3048542,3048542
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",25011081,25011081
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,27,Elektrische Ausrüstungen,12222441,12222441
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,28,Maschinen,22879236,22879236
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,30,Sonstige Fahrzeuge,3943367,3943367
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,C,32,"Waren, a.n.g.",10170793,10202023
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,J,58,Dienstleistungen des Verlagswesens,19062,19062
EXP,2024,Amerika,Übriges Amerika,CA,Kanada,NA,NA,Verschiedene (weitere) Güterkategorien,2354933,4690791
EXP,2024,Amerika,Übriges Amerika,CO,Kolumbien,C,14,Bekleidung,9302,9302
EXP,2024,Amerika,Übriges Amerika,CO,Kolumbien,C,20,Chemische Erzeugnisse,3489757,3489757
EXP,2024,Amerika,Übriges Amerika,CO,Kolumbien,C,22,Gummi- und Kunststoffwaren,489958,489958
EXP,2024,Amerika,Übriges Amerika,CO,Kolumbien,C,25,Metallerzeugnisse,180900,180900
EXP,2024,Amerika,Übriges Amerika,CO,Kolumbien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",838346,838346
EXP,2024,Amerika,Übriges Amerika,CO,Kolumbien,C,27,Elektrische Ausrüstungen,346929,346929
EXP,2024,Amerika,Übriges Amerika,CO,Kolumbien,C,28,Maschinen,780892,780892
EXP,2024,Amerika,Übriges Amerika,CO,Kolumbien,C,32,"Waren, a.n.g.",1228195,1228195
EXP,2024,Amerika,Übriges Amerika,CO,Kolumbien,NA,NA,Verschiedene (weitere) Güterkategorien,511044,512664
EXP,2024,Amerika,Übriges Amerika,CU,Kuba,NA,NA,Verschiedene (weitere) Güterkategorien,446712,446712
EXP,2024,Amerika,Übriges Amerika,MQ,Martinique,NA,NA,Verschiedene (weitere) Güterkategorien,73057,73057
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,10,Nahrungs- und Futtermittel,822879,822879
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,13,Textilien,91462,91462
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,14,Bekleidung,39818,39818
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,15,Leder und Lederwaren,32799,32799
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,153964,153964
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,17,"Papier, Pappe und Waren daraus",6753,6753
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,20,Chemische Erzeugnisse,23754508,23754508
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,21,Pharmazeutische Erzeugnisse,237786,237786
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,22,Gummi- und Kunststoffwaren,1942725,1942725
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",1496507,1496507
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,24,Metalle,64896,64896
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,25,Metallerzeugnisse,1619307,1619307
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",14301793,14301793
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,27,Elektrische Ausrüstungen,7744700,7744700
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,28,Maschinen,24605236,24605236
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,C,32,"Waren, a.n.g.",1187886,1188124
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,J,58,Dienstleistungen des Verlagswesens,16800,16800
EXP,2024,Amerika,Übriges Amerika,MX,Mexiko,NA,NA,Verschiedene (weitere) Güterkategorien,421203,467015
EXP,2024,Amerika,Übriges Amerika,NI,Nicaragua,NA,NA,Verschiedene (weitere) Güterkategorien,302240,302240
EXP,2024,Amerika,Übriges Amerika,PA,Panama,C,20,Chemische Erzeugnisse,185783,185783
EXP,2024,Amerika,Übriges Amerika,PA,Panama,C,22,Gummi- und Kunststoffwaren,6356,6356
EXP,2024,Amerika,Übriges Amerika,PA,Panama,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",249936,249936
EXP,2024,Amerika,Übriges Amerika,PA,Panama,C,32,"Waren, a.n.g.",50669,50669
EXP,2024,Amerika,Übriges Amerika,PA,Panama,NA,NA,Verschiedene (weitere) Güterkategorien,519561,532236
EXP,2024,Amerika,Übriges Amerika,PY,Paraguay,NA,NA,Verschiedene (weitere) Güterkategorien,1125181,1125181
EXP,2024,Amerika,Übriges Amerika,PE,Peru,C,20,Chemische Erzeugnisse,864077,864077
EXP,2024,Amerika,Übriges Amerika,PE,Peru,C,22,Gummi- und Kunststoffwaren,23742,23742
EXP,2024,Amerika,Übriges Amerika,PE,Peru,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",5593,5593
EXP,2024,Amerika,Übriges Amerika,PE,Peru,C,25,Metallerzeugnisse,75698,75698
EXP,2024,Amerika,Übriges Amerika,PE,Peru,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",607516,607516
EXP,2024,Amerika,Übriges Amerika,PE,Peru,C,27,Elektrische Ausrüstungen,246660,246660
EXP,2024,Amerika,Übriges Amerika,PE,Peru,C,28,Maschinen,1068560,1068560
EXP,2024,Amerika,Übriges Amerika,PE,Peru,C,32,"Waren, a.n.g.",69262,69262
EXP,2024,Amerika,Übriges Amerika,PE,Peru,NA,NA,Verschiedene (weitere) Güterkategorien,489884,499450
EXP,2024,Amerika,Übriges Amerika,SX,Sint Maarten (Niederlande),NA,NA,Verschiedene (weitere) Güterkategorien,124598,124598
EXP,2024,Amerika,Übriges Amerika,SR,Suriname,NA,NA,Verschiedene (weitere) Güterkategorien,212115,212115
EXP,2024,Amerika,Übriges Amerika,TT,Trinidad und Tobago,NA,NA,Verschiedene (weitere) Güterkategorien,799600,799600
EXP,2024,Amerika,Übriges Amerika,UY,Uruguay,C,25,Metallerzeugnisse,28048,28048
EXP,2024,Amerika,Übriges Amerika,UY,Uruguay,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",316043,316043
EXP,2024,Amerika,Übriges Amerika,UY,Uruguay,C,27,Elektrische Ausrüstungen,119808,119808
EXP,2024,Amerika,Übriges Amerika,UY,Uruguay,C,28,Maschinen,88166,88166
EXP,2024,Amerika,Übriges Amerika,UY,Uruguay,NA,NA,Verschiedene (weitere) Güterkategorien,3614749,3681180
EXP,2024,Amerika,Übriges Amerika,VE,Venezuela,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",73278,73278
EXP,2024,Amerika,Übriges Amerika,VE,Venezuela,NA,NA,Verschiedene (weitere) Güterkategorien,1098954,1146811
EXP,2024,Amerika,Übriges Amerika,NA,Weitere Länder in Amerika,NA,NA,Verschiedene (weitere) Güterkategorien,166092,172180
EXP,2024,Asien,Asien,AF,Afghanistan,NA,NA,Verschiedene (weitere) Güterkategorien,162543,162543
EXP,2024,Asien,Asien,AM,Armenien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1010624,1010624
EXP,2024,Asien,Asien,AM,Armenien,NA,NA,Verschiedene (weitere) Güterkategorien,504387,741770
EXP,2024,Asien,Asien,AZ,Aserbaidschan,C,22,Gummi- und Kunststoffwaren,74086,74086
EXP,2024,Asien,Asien,AZ,Aserbaidschan,C,25,Metallerzeugnisse,187307,187307
EXP,2024,Asien,Asien,AZ,Aserbaidschan,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",206987,206987
EXP,2024,Asien,Asien,AZ,Aserbaidschan,C,28,Maschinen,1759386,1759386
EXP,2024,Asien,Asien,AZ,Aserbaidschan,NA,NA,Verschiedene (weitere) Güterkategorien,1514952,1938802
EXP,2024,Asien,Asien,BH,Bahrain,C,15,Leder und Lederwaren,21055,21055
EXP,2024,Asien,Asien,BH,Bahrain,C,20,Chemische Erzeugnisse,1866694,1866694
EXP,2024,Asien,Asien,BH,Bahrain,C,22,Gummi- und Kunststoffwaren,99480,99480
EXP,2024,Asien,Asien,BH,Bahrain,C,25,Metallerzeugnisse,854933,854933
EXP,2024,Asien,Asien,BH,Bahrain,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",1885098,1885098
EXP,2024,Asien,Asien,BH,Bahrain,C,27,Elektrische Ausrüstungen,554857,554857
EXP,2024,Asien,Asien,BH,Bahrain,C,28,Maschinen,2631880,2631880
EXP,2024,Asien,Asien,BH,Bahrain,NA,NA,Verschiedene (weitere) Güterkategorien,1354660,1561672
EXP,2024,Asien,Asien,BD,Bangladesch,C,20,Chemische Erzeugnisse,715947,715947
EXP,2024,Asien,Asien,BD,Bangladesch,C,25,Metallerzeugnisse,1804065,1804065
EXP,2024,Asien,Asien,BD,Bangladesch,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",5345259,5345259
EXP,2024,Asien,Asien,BD,Bangladesch,C,27,Elektrische Ausrüstungen,1231847,1231847
EXP,2024,Asien,Asien,BD,Bangladesch,C,28,Maschinen,4636934,4636934
EXP,2024,Asien,Asien,BD,Bangladesch,NA,NA,Verschiedene (weitere) Güterkategorien,335884,335884
EXP,2024,Asien,Asien,BT,Bhutan,NA,NA,Verschiedene (weitere) Güterkategorien,214668,214668
EXP,2024,Asien,Asien,BN,Brunei Darussalam,NA,NA,Verschiedene (weitere) Güterkategorien,43276,60125
EXP,2024,Asien,Asien,CN,China,C,10,Nahrungs- und Futtermittel,24384681,24384681
EXP,2024,Asien,Asien,CN,China,C,13,Textilien,1949536,1949536
EXP,2024,Asien,Asien,CN,China,C,14,Bekleidung,1351189,1351189
EXP,2024,Asien,Asien,CN,China,C,15,Leder und Lederwaren,3142660,3142660
EXP,2024,Asien,Asien,CN,China,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,109190,109190
EXP,2024,Asien,Asien,CN,China,C,17,"Papier, Pappe und Waren daraus",363811,363811
EXP,2024,Asien,Asien,CN,China,C,20,Chemische Erzeugnisse,48894737,48894737
EXP,2024,Asien,Asien,CN,China,C,21,Pharmazeutische Erzeugnisse,3282441,3282441
EXP,2024,Asien,Asien,CN,China,C,22,Gummi- und Kunststoffwaren,17016849,17016849
EXP,2024,Asien,Asien,CN,China,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",8360344,8360344
EXP,2024,Asien,Asien,CN,China,C,24,Metalle,4365156,4950557942
EXP,2024,Asien,Asien,CN,China,C,25,Metallerzeugnisse,30079312,30079312
EXP,2024,Asien,Asien,CN,China,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",501284126,501284126
EXP,2024,Asien,Asien,CN,China,C,27,Elektrische Ausrüstungen,125535743,125535743
EXP,2024,Asien,Asien,CN,China,C,28,Maschinen,454853577,454853577
EXP,2024,Asien,Asien,CN,China,C,30,Sonstige Fahrzeuge,652467,652467
EXP,2024,Asien,Asien,CN,China,C,31,Möbel,93315,93315
EXP,2024,Asien,Asien,CN,China,C,32,"Waren, a.n.g.",16120965,16122394
EXP,2024,Asien,Asien,CN,China,J,58,Dienstleistungen des Verlagswesens,216742,216742
EXP,2024,Asien,Asien,CN,China,J,59,"Dienstleistungen der Herstellung, des Verleihs und Vertriebs von Filmen und Fernsehprogrammen, von Kinos und Tonstudios; Verlagsleistungen bezüglich Musik",793479,793479
EXP,2024,Asien,Asien,CN,China,NA,NA,Verschiedene (weitere) Güterkategorien,11985463,15455738
EXP,2024,Asien,Asien,GE,Georgien,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",304861,304861
EXP,2024,Asien,Asien,GE,Georgien,NA,NA,Verschiedene (weitere) Güterkategorien,3776928,3776928
EXP,2024,Asien,Asien,HK,Hongkong,C,10,Nahrungs- und Futtermittel,6633618,6633618
EXP,2024,Asien,Asien,HK,Hongkong,C,11,Getränke,553791,553791
EXP,2024,Asien,Asien,HK,Hongkong,C,13,Textilien,120984,120984
EXP,2024,Asien,Asien,HK,Hongkong,C,14,Bekleidung,518406,518406
EXP,2024,Asien,Asien,HK,Hongkong,C,15,Leder und Lederwaren,1430516,1430516
EXP,2024,Asien,Asien,HK,Hongkong,C,16,Holz sowie Holz- und Korkwaren (ohne Möbel); Flecht- und Korbwaren,10762,10762
EXP,2024,Asien,Asien,HK,Hongkong,C,17,"Papier, Pappe und Waren daraus",153861,153861
EXP,2024,Asien,Asien,HK,Hongkong,C,20,Chemische Erzeugnisse,4472027,4472027
EXP,2024,Asien,Asien,HK,Hongkong,C,22,Gummi- und Kunststoffwaren,1919264,1919264
EXP,2024,Asien,Asien,HK,Hongkong,C,23,"Glas- und Glaswaren, Keramik, verarbeitete Steine und Erden",44209,44209
EXP,2024,Asien,Asien,HK,Hongkong,C,24,Metalle,225497,1311105732
EXP,2024,Asien,Asien,HK,Hongkong,C,25,Metallerzeugnisse,778643,778643
EXP,2024,Asien,Asien,HK,Hongkong,C,26,"Datenverarbeitungsgeräte, elektronische und optische Erzeugnisse",198640211,198640211
EXP,2024,Asien,Asien,HK,Hongkong,C,27,Elektrische Ausrüstungen,13205563,13205563
EXP,2024,Asien,Asien,HK,Hongkong,C,28,Maschinen,8581113,8581113
EXP,2024,Asien,Asien,HK,Hongkong,C,32,"Waren, a.n.g.",22231198,29734083
EXP,2024,Asien,Asien,HK,Hongkong,J,58,Dienstleistungen des Verlagswesens,34585,34585
